chrom	start	end	weight	E1	E2	E3
chr1	7000000	7100000	0.018931822561560004	2.5870663105523386	2.5492536822934806	0.5725076498651068
chr1	7100000	7200000				
chr1	7200000	7300000	0.021780170076431172	0.11690636202134387	-0.17806676775785615	1.1490265636867834
chr1	7300000	7400000	0.0167047625736625	1.6183137741244227	1.3468846070262555	-0.42297499793996113
chr1	7400000	7500000	0.022540513162285877	0.10920383961665943	-0.2364944727905422	0.25779234324315675
chr1	7500000	7600000				
chr1	7600000	7700000				
chr1	7700000	7800000	0.01389035001738594	0.10279768493974217	-0.04443682891470076	0.4586709704175248
chr1	7800000	7900000	0.02429007743605569	0.07734355948737806	0.042390329801776025	-0.409633978279336
chr1	7900000	8000000	0.02239454284170755	0.0599573233199726	-0.2058639045697905	-0.5014768461867124
chr1	8000000	8100000	0.013342408574234481	0.25232688888756244	0.0989566204766615	-0.034259714620804585
chr1	8100000	8200000	0.020279889790997582	0.17820641282770128	-0.2706737178340945	-0.9452973856909882
chr1	8200000	8300000	0.021988007032054654	0.03765585968985196	-0.3221909602807857	-0.24439497898186247
chr1	8300000	8400000	0.022746457919226595	0.012464375889321807	-0.21552171954314764	0.4959520537055657
chr1	8400000	8500000	0.009963239632884657	0.9343950689297159	0.647190753416866	-0.5960080069805703
chr1	8500000	8600000	0.011773424062743561	2.015448867371765	2.0239928703952743	0.394434838082222
chr1	8600000	8700000	0.0103112534142646	0.25420158420188543	-0.009135749271041226	-0.07257466805224422
chr1	8700000	8800000	0.01330395312171616	1.1444653675846004	0.9998550658586437	0.47962909332672643
chr1	8800000	8900000	0.02426116865231823	2.039487871832972	2.0613661134983268	0.28276264398985945
chr1	8900000	9000000				
chr1	9000000	9100000				
chr1	9100000	9200000				
chr1	9200000	9300000	0.018210492336019842	1.5722515308852911	1.3702139209753605	0.01818527494341564
chr1	9300000	9400000				
chr1	9400000	9500000				
chr1	9500000	9600000	0.017505325594249815	0.21893349133611886	0.09875135984959693	0.02550110309163123
chr1	9600000	9700000				
chr1	9700000	9800000				
chr1	9800000	9900000	0.021812174679629936	0.16796325170240256	0.0063737483911863535	0.028445997288774342
chr1	9900000	10000000				
chr1	10000000	10100000	0.018781288577212972	1.6732109025806938	1.5374331416477383	-0.30546351454969967
chr1	10100000	10200000	0.019214613776960775	1.8498651615716573	1.807123700587016	-0.3234539086975746
chr1	10200000	10300000	0.014956163010645588	0.21265224592752674	-0.05428237708348163	0.031077601299679052
chr1	10300000	10400000	0.01859190331334937	2.028767087568296	1.4772531504003452	-0.4309001469639251
chr1	10400000	10500000	0.022068506569681925	2.353531701459162	2.2518776452109894	0.12006450466878064
chr1	10500000	10600000	0.015616660157087951	2.5367560079478704	2.2921050894308665	0.12207136766836695
chr1	10600000	10700000				
chr1	10700000	10800000				
chr1	10800000	10900000				
chr1	10900000	11000000				
chr1	11000000	11100000				
chr1	11100000	11200000	0.021036767222884452	2.092705976209513	1.838031343478531	-0.4572483470784272
chr1	11200000	11300000	0.018358390149412925	0.22733645856882934	-0.3701925938597044	-0.186664075826679
chr1	11300000	11400000				
chr1	11400000	11500000	0.02498280650296602	0.16216166284406383	-0.23649560753450963	-1.3393596705442565
chr1	11500000	11600000				
chr1	11600000	11700000				
chr1	11700000	11800000				
chr1	11800000	11900000	0.022873450017904185	2.714106749450867	2.631989938530676	0.9192610033052323
chr1	11900000	12000000				
chr1	12000000	12100000				
chr1	12100000	12200000				
chr1	12200000	12300000	0.015719946251834257	1.4701543440866094	1.3243721694202628	0.056888512187145475
chr1	12300000	12400000	0.013306379870206617	2.489258839951944	2.3752551790221377	-0.4039933789851633
chr1	12400000	12500000	0.01624611026130726	2.51629846406562	2.4396604336920147	-0.4671236610500215
chr1	12500000	12600000				
chr1	12600000	12700000				
chr1	12700000	12800000	0.01824820739442527	0.040859395363841124	-0.096491023060613	-0.4425825506136048
chr1	12800000	12900000				
chr1	12900000	13000000				
chr1	13000000	13100000				
chr1	13100000	13200000				
chr1	13200000	13300000				
chr1	13300000	13400000				
chr1	13400000	13500000				
chr1	13500000	13600000	0.02227400462376564	-0.004157957632613025	-0.16228054794171393	0.3803308118955488
chr1	13600000	13700000	0.018348911705530702	0.19614761218039356	-0.057151842443362064	-1.9237268464264874
chr1	13700000	13800000	0.010756551009010221	2.4894433130642053	2.3704667576211924	0.13464603009842738
chr1	13800000	13900000	0.0164480062590144	2.61821079264022	2.3681912316889466	0.5076758752778691
chr1	13900000	14000000	0.01586183648289983	2.395368856509072	2.178779658185715	-1.7129409830965607
chr1	14000000	14100000	0.011711786327861217	1.9653757332266266	1.9423522408905323	-0.20505985755966727
chr1	14100000	14200000	0.013185498905901073	0.1449372729323003	-0.05550809861902833	0.053827861282756025
chr1	14200000	14300000	0.01079044255015279	0.9616400857582681	0.8431269630820325	-0.8311020562634575
chr1	14300000	14400000	0.01518939949812895	2.271683671582261	2.224550764090131	-0.03678160538950157
chr1	14400000	14500000	0.012984975009727064	1.1431453371430262	0.8138274173114309	0.1076098228611668
chr1	14500000	14600000	0.011547522296037237	2.3858954448901852	2.255704022871094	0.2770169990597134
chr1	14600000	14700000	0.019755367837976098	1.5155050394019651	1.3362077323099413	0.10025005031944371
chr1	14700000	14800000	0.014608847465232925	2.4035865223871173	2.333185662580593	0.6171982236033026
chr1	14800000	14900000	0.018194633415268127	2.370200655675433	2.3349732792989757	0.4798784091603982
chr1	14900000	15000000				
chr1	15000000	15100000	0.019998854206478504	1.9768337975241241	1.6631101181113406	-0.013842234818452497
chr1	15100000	15200000				
chr1	15200000	15300000	0.022769689775142123	2.6102019520605624	2.5132282158562713	0.004403324812174153
chr1	15300000	15400000	0.02244880393980316	2.894397281534325	2.0547750681449433	0.04059330783886964
chr1	15400000	15500000				
chr1	15500000	15600000				
chr1	15600000	15700000	0.014130049785432008	2.4822620006598015	2.2266044122239204	0.2852139224097613
chr1	15700000	15800000				
chr1	15800000	15900000	0.017122267450001425	2.4369758651948987	2.3256312939155794	0.3236509642376965
chr1	15900000	16000000				
chr1	16000000	16100000				
chr1	16100000	16200000				
chr1	16200000	16300000	0.018399783894257886	2.9262416687454995	2.5936368154173715	-0.2893673834595135
chr1	16300000	16400000				
chr1	16400000	16500000				
chr1	16500000	16600000				
chr1	16600000	16700000				
chr1	16700000	16800000				
chr1	16800000	16900000				
chr1	16900000	17000000				
chr1	17000000	17100000				
chr1	17100000	17200000				
chr1	17200000	17300000				
chr1	17300000	17400000				
chr1	17400000	17500000				
chr1	17500000	17600000	0.02307538055694066	0.13912075535088836	-0.14261569370088015	0.40336339316767106
chr1	17600000	17700000				
chr1	17700000	17800000	0.01923471479248791	2.6728961039996504	2.6462507185589583	0.12780315963070019
chr1	17800000	17900000	0.016160008893497023	2.4344558345706013	2.2977624359622375	0.11899856266933738
chr1	17900000	18000000	0.018432944905644493	1.8468586463084833	1.7063686237031972	0.11566828747943274
chr1	18000000	18100000	0.01323573733056151	2.432740234114179	2.210334761229231	0.19784453879717784
chr1	18100000	18200000				
chr1	18200000	18300000				
chr1	18300000	18400000	0.021226153284583688	0.1656608393785581	-0.029506029563953942	0.3800530393476533
chr1	18400000	18500000				
chr1	18500000	18600000	0.022543489200512946	2.7059374001630236	2.5608162194008313	0.02616337912693082
chr1	18600000	18700000	0.01948418733599163	1.486308622853036	1.4591355390068412	0.7813583981806399
chr1	18700000	18800000	0.018208169513072445	2.361472493459447	2.2772140825971885	-1.0130291176275452
chr1	18800000	18900000	0.01824960004008324	2.547734169131631	2.458687503979819	-0.5520431177838298
chr1	18900000	19000000	0.021700172656196757	1.7979081238141732	1.6756707702824063	0.06245929197562659
chr1	19000000	19100000	0.02007956075279468	1.5780335679978534	1.4892372105128107	0.4612421847897293
chr1	19100000	19200000	0.013212811811406827	1.1289089318366878	0.9824666987648537	0.468824741621272
chr1	19200000	19300000	0.018229988385325507	2.5185082968394394	2.3285181143227067	0.261495265701815
chr1	19300000	19400000	0.022434714650869377	1.920195305648994	1.8987039761364883	0.6498270705837836
chr1	19400000	19500000	0.013261334028597502	2.0531169145531827	2.0266001586703757	0.3272167305246784
chr1	19500000	19600000				
chr1	19600000	19700000				
chr1	19700000	19800000	0.018714657121955653	2.4044464075475425	2.3144292858137963	0.5359821866779432
chr1	19800000	19900000	0.01480318422527306	0.07970603108664386	-0.06433882597589027	0.6154505603071452
chr1	19900000	20000000	0.021344921389102278	1.6978379251995126	1.6295940550984165	0.5701796639394268
chr1	20000000	20100000	0.016179546756774448	2.8159758857188	2.312531907241169	0.251387586444825
chr1	20100000	20200000	0.015497244705649001	-0.07468254002857162	-0.17359745832805373	-0.5680433139218165
chr1	20200000	20300000	0.016145030681109254	2.534877168776175	2.56414408942183	0.24331238410709952
chr1	20300000	20400000	0.014161587111667966	0.2685304010066477	0.01914279563870486	-0.3101280359180909
chr1	20400000	20500000	0.017915117646677595	2.0422581529851076	1.9036420854804486	0.41958841925859164
chr1	20500000	20600000	0.01811464307012541	2.223601894628836	2.1976478631166825	0.4188246688362581
chr1	20600000	20700000				
chr1	20700000	20800000	0.016392248579912727	2.4205671787460554	2.096779237697576	0.4445168246500195
chr1	20800000	20900000	0.013733648791344037	0.03234515158710795	-0.07305067475960487	0.5515908440411029
chr1	20900000	21000000	0.01320736355782452	2.3633170371662873	2.3534164074904838	-0.22698985324664134
chr1	21000000	21100000	0.011474346276260686	-0.01495116219982159	-0.27049957784101664	-0.7758644252412302
chr1	21100000	21200000	0.015446323666329354	0.16346060855857672	-0.03727985934109899	-0.26370963639051276
chr1	21200000	21300000				
chr1	21300000	21400000	0.01763871520919211	0.08694638351390922	-0.018729604113518913	0.27744893832163625
chr1	21400000	21500000				
chr1	21500000	21600000				
chr1	21600000	21700000	0.017114210953459445	0.2235560473826156	0.0842020430775841	0.5027930794978661
chr1	21700000	21800000	0.014170493281884302	0.09243024584016957	-0.029832018736243436	0.51624471284666
chr1	21800000	21900000				
chr1	21900000	22000000				
chr1	22000000	22100000	0.017414810721459086	0.1683408510260052	-0.08890006570607241	0.37706239924941104
chr1	22100000	22200000	0.018244600450364676	1.9961753351286677	1.9805983970065013	-0.8396083187133511
chr1	22200000	22300000				
chr1	22300000	22400000	0.02085139214207661	2.2642390887386834	2.169429796980526	-0.0201043751302334
chr1	22400000	22500000	0.017677249359591043	2.436011066642652	2.5138270575587125	0.13331729715988674
chr1	22500000	22600000	0.020491907697239294	2.2196663721428416	2.2084757654963574	-0.2621605218163092
chr1	22600000	22700000	0.02357580702344957	2.570293520002629	2.4497220616219684	0.3679914285016968
chr1	22700000	22800000	0.018308379484942724	0.2752952983411583	-0.0940193258291952	0.514782985978149
chr1	22800000	22900000				
chr1	22900000	23000000				
chr1	23000000	23100000	0.00999607127098017	1.1362902556925174	1.1295666593984954	-1.3976759897380215
chr1	23100000	23200000	0.014761955695185524	1.4665976496421218	1.4327344036160923	-0.04983757246728218
chr1	23200000	23300000				
chr1	23300000	23400000				
chr1	23400000	23500000				
chr1	23500000	23600000				
chr1	23600000	23700000	0.01911997899983952	2.3907462205854797	2.3381235461651486	0.06412832234569549
chr1	23700000	23800000	0.023621895139903218	0.12279128685105302	-0.010260868858152446	0.8387184023787055
chr1	23800000	23900000	0.021730323332910396	2.404444010346963	2.3869706871930036	0.3445319021694331
chr1	23900000	24000000	0.019591291331681453	2.1239059189589264	1.7673525799430672	0.15335731576772726
chr1	24000000	24100000				
chr1	24100000	24200000	0.016744485809506094	1.6266155442965127	1.6413215100468217	0.022367096566293827
chr1	24200000	24300000				
chr1	24300000	24400000	0.013468304488977265	1.3383559515576349	1.3231621311267958	0.14745988259501083
chr1	24400000	24500000	0.013452693302117106	2.425392358360834	2.3597095808204878	-0.02474026429825907
chr1	24500000	24600000	0.017349602584099438	0.13134940103918422	0.05430084932185699	-0.05594236854530137
chr1	24600000	24700000	0.015103561557739948	1.4431195746015368	1.4081775093583637	0.15808497250752537
chr1	24700000	24800000	0.023378534168725387	-0.06669029517504263	-0.14102643025286135	-0.10873205553090229
chr1	24800000	24900000	0.018358490422268985	0.08701981168581513	-0.13798450029775625	0.14034211392419665
chr1	24900000	25000000	0.015809505357718228	1.5590122020251491	1.5118061823333957	0.2946573942730255
chr1	25000000	25100000	0.016719580744509188	0.0796595892231527	-0.1585165132878595	-0.2997665923256331
chr1	25100000	25200000				
chr1	25200000	25300000				
chr1	25300000	25400000				
chr1	25400000	25500000	0.015384358712142627	2.4469794042604813	2.315025722946325	0.2937117551011667
chr1	25500000	25600000				
chr1	25600000	25700000	0.01825767328438608	0.1933920948927646	-0.18692973072025146	-0.17500742359708304
chr1	25700000	25800000	0.01710335537679757	0.014477876693421073	-0.15723189581988822	0.9452999590834803
chr1	25800000	25900000	0.01673939810412835	1.6993446263839578	1.6533125691404957	0.09218528868245018
chr1	25900000	26000000	0.012826480159630943	2.378695465261896	2.4083770779711084	0.03750108223627814
chr1	26000000	26100000				
chr1	26100000	26200000	0.019093213228687244	0.2705153599666223	0.10410567027232669	0.19131334676728035
chr1	26200000	26300000	0.013690477129482612	1.3974193379089508	1.3007126245723006	-0.5954050482860226
chr1	26300000	26400000	0.019805576347443947	0.035590689966544964	-0.12376355655644894	0.14462373641021345
chr1	26400000	26500000	0.016698528529476737	0.13699500765225608	-0.01806755486339843	0.42942735824546496
chr1	26500000	26600000				
chr1	26600000	26700000				
chr1	26700000	26800000	0.012909002267249618	-0.03154646605328089	-0.09393633061013476	-0.3907802916629379
chr1	26800000	26900000				
chr1	26900000	27000000				
chr1	27000000	27100000	0.023415916909682064	0.04457420696571659	-0.10078244791695873	0.4045906112095564
chr1	27100000	27200000	0.02385419028461585	0.20280392240528447	0.10539291995749275	0.6258231980102312
chr1	27200000	27300000	0.01924343597847924	2.339958109203601	2.3637916167086033	0.7045531060677751
chr1	27300000	27400000				
chr1	27400000	27500000	0.015517666469219201	2.2587667179052433	2.274987580751552	0.7179099666346369
chr1	27500000	27600000	0.02419619188155703	-0.031954922798604096	-0.12392934656972336	0.3660120877852249
chr1	27600000	27700000				
chr1	27700000	27800000	0.020658033944576847	0.08707691276128232	0.010062508526614429	0.31057434109977256
chr1	27800000	27900000				
chr1	27900000	28000000				
chr1	28000000	28100000	0.012219223072164652	0.2649686177095436	0.1650910752057673	0.40053100432249655
chr1	28100000	28200000	0.02368591232997832	0.03882976874132229	-0.0652879208507784	0.6981519337224208
chr1	28200000	28300000				
chr1	28300000	28400000				
chr1	28400000	28500000	0.017610131800290845	0.038563012564954736	-0.01814187351257758	0.011615501170687471
chr1	28500000	28600000				
chr1	28600000	28700000				
chr1	28700000	28800000	0.021784626891644034	0.15973567765684143	0.04487140795233973	0.2559184676176329
chr1	28800000	28900000				
chr1	28900000	29000000	0.015443987456133363	2.17988825347498	2.1658044887259935	0.09827978669835377
chr1	29000000	29100000	0.011408311517085589	1.6560715575334781	1.516377409301449	0.17401738172909892
chr1	29100000	29200000	0.021245485066119247	0.07739473687884797	-0.0348816965582581	0.3010495107716473
chr1	29200000	29300000	0.02187166500135716	0.16344113760128745	0.21524408181456398	0.3166170100560892
chr1	29300000	29400000	0.021289954101406616	0.20268996360600885	0.0728187659515366	0.4428347377745447
chr1	29400000	29500000	0.018740318448721434	-0.060223609350800476	-0.030606604521816953	0.004271300756893847
chr1	29500000	29600000				
chr1	29600000	29700000	0.01363094355330331	0.07934509816286955	-0.10100019583015427	-0.28036168159915953
chr1	29700000	29800000	0.015017374931254485	0.33287474237262543	-0.06868549477610454	-1.8794966710238683
chr1	29800000	29900000	0.015962829731803862	0.16089265052038887	-0.03924439977190378	0.6597393987989315
chr1	29900000	30000000	0.020109841303368237	0.08319881044387388	-0.05548190655768305	0.3933637870155427
chr1	30000000	30100000	0.013064622345561763	0.02759791470662475	-0.061072992130707285	0.007543439946900244
chr1	30100000	30200000	0.011862606702208033	1.6159647208910624	1.883152875189344	0.06893810473599193
chr1	30200000	30300000	0.011757590511641288	-0.08565394838791228	0.01018772644362965	0.12465172242896454
chr1	30300000	30400000	0.022287109603421697	-0.03693168022511691	0.0835706808376549	0.2731442184593104
chr1	30400000	30500000				
chr1	30500000	30600000	0.013702839477612605	-0.04025200265329575	-0.025963195453821662	-0.27930425680312154
chr1	30600000	30700000	0.010672008319737322	0.04267700946177788	0.0229990854944562	-0.1125449969904552
chr1	30700000	30800000	0.01350852912593102	0.061764880191408446	-0.14669199982003853	0.10986350588283951
chr1	30800000	30900000	0.01223642739581694	-0.1255630736496555	-0.2165144665033761	-0.4141643858192744
chr1	30900000	31000000	0.01084829732091029	-0.0012892176461883995	0.012791522638349798	0.6086292109862623
chr1	31000000	31100000	0.011537226581942029	-0.10139745540548113	-0.026858422881212957	0.6730047431064978
chr1	31100000	31200000	0.023073850015214725	0.014751210522584402	0.04605796438259379	0.36811142964408233
chr1	31200000	31300000	0.011165379326531073	-0.14027127637879713	-0.11955238083622338	-1.4396189184636696
chr1	31300000	31400000	0.013142823964820152	-0.04354336207075917	-0.09157785685040168	-0.03480120938697354
chr1	31400000	31500000	0.012872933923912531	-0.0999809956877368	-0.10244277270612301	0.10875933860408211
chr1	31500000	31600000	0.012645343029692493	0.0016810121078253922	0.010675596403478099	0.3225384113317469
chr1	31600000	31700000	0.013076307122296365	0.118595692777687	-0.139075615017094	0.3516589179811919
chr1	31700000	31800000	0.017688545850122323	2.491922678889062	2.5423997240651715	-0.08901937262083756
chr1	31800000	31900000	0.023669998877996784	2.6008513681518917	2.694054589371994	-0.7211617899035191
chr1	31900000	32000000	0.008710265812536575	0.04604704331601129	0.15329861614623533	0.5344708306247705
chr1	32000000	32100000	0.011001285152055923	0.030575052033647406	0.03943862121544849	-0.4796594780588361
chr1	32100000	32200000	0.012124124867138576	-0.020490022823026192	-0.07212573276921429	-0.711254197411064
chr1	32200000	32300000	0.01813568630138383	-0.07926144231769439	-0.07960906434815197	0.3552478532555486
chr1	32300000	32400000	0.016013993234516573	-0.07096738540644244	0.1541122899650618	-0.058647840622686895
chr1	32400000	32500000	0.016730111341540604	-0.03393232113611743	0.09851990526919822	-0.4366671225518772
chr1	32500000	32600000	0.015766414885459715	-0.1654118571559132	-0.08954630863507422	0.19721279878469175
chr1	32600000	32700000	0.01402962296655962	-0.04816392241606853	-0.04491278026596998	0.4813156570263219
chr1	32700000	32800000	0.0170169209759225	-0.0013963485515599676	0.03116535186796054	0.6049524496508326
chr1	32800000	32900000	0.016892522386903988	-0.05930033698014953	-0.2289008626995315	-0.4813120768691281
chr1	32900000	33000000	0.012925292087410471	0.12093620066092127	0.03375569325679498	-0.5516426870785217
chr1	33000000	33100000	0.016462101982155364	2.2872741788088606	2.526646268598393	0.41228922628886333
chr1	33100000	33200000	0.013378909816649253	-0.09486296862657771	0.07827437758232993	0.20646852612608652
chr1	33200000	33300000	0.01583244872659519	-0.0177874376181624	0.16522309178195616	-0.3845559308623052
chr1	33300000	33400000	0.018100606320643885	-0.009359227185996011	0.025544670737402714	0.1405075366180955
chr1	33400000	33500000	0.007808143232676531	0.015178891353547969	0.0764561324264205	-0.28757320182231505
chr1	33500000	33600000	0.011384385344546881	0.06263002568167286	0.1698216806494449	0.2303517013836239
chr1	33600000	33700000	0.013832366176209481	0.025989575558056283	-0.012668051292194327	0.9653607706647396
chr1	33700000	33800000	0.010015305752214718	-0.022213181377805702	-0.04620296277569637	0.20295779633489694
chr1	33800000	33900000	0.006742840496386511	-0.0613175717306716	-0.1220980717758802	-1.7194887708964286
chr1	33900000	34000000	0.00840664835712962	0.12833749664317026	0.1714148631984261	0.1012865061601389
chr1	34000000	34100000	0.008350226116798552	0.09176538340216961	0.10751103556444318	-0.02183447341059121
chr1	34100000	34200000	0.006279291440998828	0.07631190706942967	0.04371293753035157	-0.1424813315841782
chr1	34200000	34300000	0.0077209366530340395	1.1309371306085658	1.1654124929941967	0.17294347780319033
chr1	34300000	34400000	0.0068924955076364106	0.07730792905340392	-0.06205949644917443	-0.2852626466504129
chr1	34400000	34500000	0.008559362243011659	-0.0461737466255146	-0.07736296761472754	-0.1620811975958228
chr1	34500000	34600000	0.007439438856607105	0.0077107159916186725	0.061559942291288014	-0.031182042035019363
chr1	34600000	34700000	0.01000560401166871	-0.1179744831182471	-0.008365746455564045	0.07567342754245146
chr1	34700000	34800000	0.013145076236467938	2.2456551097087014	2.675162961663801	0.1228855799191164
chr1	34800000	34900000	0.0111872163422816	-0.17048388858153943	-0.2630838985773886	0.2099365175460889
chr1	34900000	35000000	0.008857135066670104	-0.04920122084468025	-0.07070636829757748	-0.019175386724517098
chr1	35000000	35100000	0.02537465422575984	-0.06852884305728449	-0.1307005027029529	-0.9560700894493014
chr1	35100000	35200000	0.01234480258611282	-0.031739629288093915	-0.021080422255289062	0.08690108760275017
chr1	35200000	35300000	0.014077760819921889	-0.08991658020289406	-0.06882085047167763	-0.3547704793318075
chr1	35300000	35400000	0.008420322344701149	-0.023865671862581574	0.089312879184056	-0.2516998763783949
chr1	35400000	35500000	0.009420849719973512	-0.0033733089652897715	0.02843853792266203	0.23802349944968937
chr1	35500000	35600000	0.008773851564123586	-0.12737515364025626	-0.06250695624474567	0.33883345463737813
chr1	35600000	35700000	0.01103977682809432	0.06413451861738115	0.13021680743568512	-0.03487643123444223
chr1	35700000	35800000	0.012064003386099788	-0.02359706949102741	-0.1740390524397053	0.4895648731739284
chr1	35800000	35900000	0.009338580001352525	0.036508917318862355	0.1634658596553601	0.6919626169982966
chr1	35900000	36000000	0.01100040214803956	1.7591215035776813	2.0607571199941956	-1.223703290380812
chr1	36000000	36100000	0.009768125762408628	0.08237673202858939	0.20591893153155427	0.07945131446940883
chr1	36100000	36200000	0.019132403025690185	-0.04542322934502896	-6.44140237330239e-05	0.42117809149516344
chr1	36200000	36300000	0.00998368042571579	-0.04347798556119198	-0.014922004319336626	0.20253905129993588
chr1	36300000	36400000	0.017243096562512956	-0.15765533746855692	-0.07728464094727508	-0.2888932782884697
chr1	36400000	36500000	0.012953403072041172	0.057050178328300186	0.09864797304812366	-0.506031954336668
chr1	36500000	36600000	0.013308107968442572	-0.01579417598081802	-0.059370824850117396	0.14720090176996117
chr1	36600000	36700000	0.008761217545887897	-0.1260757004797746	-0.12369209529097851	-0.4185776519467069
chr1	36700000	36800000	0.010007916557670079	-0.013732093727825908	0.032095887546782	0.050712507726559636
chr1	36800000	36900000	0.013135357261768732	0.021111704273507004	-0.045623212942528184	0.386180928039722
chr1	36900000	37000000	0.0161411169234365	-0.13507687494745632	0.055174652707557746	0.08396533374133627
chr1	37000000	37100000	0.012359930790516574	-0.21696983340622233	-0.21066433625253533	0.042518532820501574
chr1	37100000	37200000	0.009586075447426807	-0.09422298431414543	-0.03628777895810911	-0.06060606217599131
chr1	37200000	37300000	0.010608672035550569	-0.19140987375453114	-0.15008810660376598	-0.4316768695538519
chr1	37300000	37400000	0.010068124610183244	-0.013153969569941136	-0.027762476565293615	-1.1884158313441562
chr1	37400000	37500000	0.011640438702203514	0.05499844829507742	0.07596362194082161	0.46912956083927776
chr1	37500000	37600000	0.01080817784620356	-0.07382283489276718	-0.067665992845931	-1.1136001829475273
chr1	37600000	37700000	0.010629752956325107	0.08336461380978044	-0.09959583320046282	-0.17641697415655888
chr1	37700000	37800000	0.012126843604924418	-0.026555459057426806	-0.033992329892080064	0.10004479351797681
chr1	37800000	37900000	0.009091176739766244	0.05818897757474045	-0.14620892796506565	-0.10015753837720044
chr1	37900000	38000000	0.023534380724975566	0.04409725009865743	0.041617656412137154	0.26795390794357277
chr1	38000000	38100000	0.012367435692131215	-0.21939059617404513	-0.24062523596036306	-0.01662561311914658
chr1	38100000	38200000	0.009359993269251824	-0.03831488993912645	-0.03844399826887586	-0.4278963897181023
chr1	38200000	38300000	0.011365514239989298	0.05546555088389958	0.01836150903212111	-0.9981861566276612
chr1	38300000	38400000	0.008315083389790312	0.0259480005533372	-0.09062816542395388	-0.29666417172596704
chr1	38400000	38500000	0.009629373054539293	0.03634804731918747	0.04491184248721443	0.05792187410143978
chr1	38500000	38600000	0.009965951286061656	0.038562410064998165	-0.11247223471319837	0.13996618645012804
chr1	38600000	38700000	0.01261281865377246	0.08076448576848493	-0.11244195386591692	0.1822080884194866
chr1	38700000	38800000	0.011432508205743146	0.0726227921237404	-0.08610832143040933	0.511275918531331
chr1	38800000	38900000	0.007429830634898027	1.0988717558336996	1.171447666033221	-0.025481517767867976
chr1	38900000	39000000	0.019103585345902764	-0.14979168641847107	0.02831742603383038	0.2721901273368186
chr1	39000000	39100000	0.011539502996072622	-0.05414527732249554	-0.031645980137427754	0.43890311317620334
