chrom	start	end	weight	E1	E2	E3
chr1	7300000	7400000	0.020311399337324117	0.4888279220929238	0.17997120775328482	0.46149357134555524
chr1	7400000	7500000				
chr1	7500000	7600000				
chr1	7600000	7700000				
chr1	7700000	7800000	0.019406770647397896	0.26883218682218096	0.6531409750964738	1.5613903002855942
chr1	7800000	7900000	0.01860612506142359	0.2273505592968949	0.40669301678491543	0.6764054512019356
chr1	7900000	8000000	0.017536884621794795	0.2470530129132921	0.3814558457284888	1.312371239839986
chr1	8000000	8100000	0.017776233975634582	0.6144057118685604	0.3318413326792867	0.7708359815712935
chr1	8100000	8200000	0.017065866706318687	0.5534327072146166	0.30200504711967396	0.9270890545416711
chr1	8200000	8300000	0.0189743816121871	0.2964567622138262	0.24101449147198933	0.8140852157144687
chr1	8300000	8400000	0.021775222692622238	0.1251500725334101	0.08691219636735359	0.7526091408448401
chr1	8400000	8500000	0.016338855231122124	0.48816691129221057	0.6665379820908197	0.6462366891383098
chr1	8500000	8600000	0.021798068527818296	0.24626720918722317	0.2570711456104426	0.7602056159708657
chr1	8600000	8700000	0.020220570928447375	0.18556869937937825	0.04043217382400052	0.7013123354577503
chr1	8700000	8800000	0.018980031774990493	0.9011455369284977	0.34668811914182024	0.4870945359734945
chr1	8800000	8900000	0.016234323491315022	0.44401685256082585	0.5705784148710211	1.1334663923443506
chr1	8900000	9000000	0.01764271467616483	0.33151708936268426	0.5050059984113915	0.8896231866440186
chr1	9000000	9100000	0.018772703314699407	0.6601420856912726	0.4967059192244	0.5139830951886346
chr1	9100000	9200000	0.017664452166491432	0.21765145786075382	0.1463857778486736	0.7851302849867009
chr1	9200000	9300000	0.018004159619173687	0.4332699792698301	0.016353477324100613	0.658072597758646
chr1	9300000	9400000	0.018990079717371596	0.4905379287905526	0.539327926747761	1.1997381091110648
chr1	9400000	9500000	0.020794397419508854	0.7812865817403558	0.377178068914537	0.7443313435901052
chr1	9500000	9600000	0.018141859922803594	0.4162408511837089	0.4031843312264488	1.0726304968906806
chr1	9600000	9700000	0.01885523932351819	0.2600995314720414	0.4282701912960268	1.1644505000438101
chr1	9700000	9800000	0.018505147320713435	0.3775102090326928	0.7161718187549172	0.8364912112347058
chr1	9800000	9900000	0.017330589299747342	0.1226368680836364	0.3226784990120341	0.9104683965811783
chr1	9900000	10000000	0.015847247722179953	0.35735478903403944	0.09427221151749447	0.5363456512708613
chr1	10000000	10100000	0.016017596823557877	0.43138089486309505	0.26155232494856595	0.8934507133731368
chr1	10100000	10200000	0.01860695949412454	0.39272052780038175	0.33665185777343976	0.7072222388293353
chr1	10200000	10300000	0.017865356771529745	0.38219242971674494	0.6921858330885866	0.7657708617002836
chr1	10300000	10400000	0.018690236199951814	0.422803406739978	0.522435039173947	0.605548287180321
chr1	10400000	10500000	0.017669714737322612	0.26495133454669684	0.39605047026382206	1.1278442154361012
chr1	10500000	10600000	0.02010800262715463	0.7389855273812005	0.4714558481639514	0.5554726159951539
chr1	10600000	10700000				
chr1	10700000	10800000	0.022299096684348377	0.5464211066847198	0.2088666661715856	0.4618056229324064
chr1	10800000	10900000	0.020718898210105252	0.010660910264868737	0.1970512590127824	0.32919539640877044
chr1	10900000	11000000	0.01872535898717589	0.6155350484992047	-0.3100903858887883	0.33710180660180333
chr1	11000000	11100000	0.018103380690872906	0.08003885046665205	0.23608165584407692	0.40263643439812824
chr1	11100000	11200000	0.020190117823887868	0.45216113310224615	0.47565860148787426	0.4873047797733957
chr1	11200000	11300000	0.017524023815856264	0.4892419807767647	0.5890033490737866	0.4117431797334932
chr1	11300000	11400000	0.017769621712090414	0.5433667102075587	0.31118971885252433	0.7042751016989551
chr1	11400000	11500000	0.01980419806945676	0.42610577033207436	0.07756271634312961	0.24188850655745997
chr1	11500000	11600000				
chr1	11600000	11700000	0.021154699219327035	0.08700459081667246	0.2099551230120412	0.7372273896537211
chr1	11700000	11800000	0.01860079297892558	0.2825981417731751	-0.23442665712349162	0.7035666635383865
chr1	11800000	11900000	0.018737561610578376	0.4399959623902574	0.4089341904718771	0.747528981349039
chr1	11900000	12000000	0.01749816604728475	0.6883747017543407	0.451201423431871	0.9279257961624412
chr1	12000000	12100000	0.019902527699248614	0.12739436627351292	0.24548991107495574	0.5451278320413253
chr1	12100000	12200000	0.021198929401246448	0.12483002476089498	0.29355097574330324	0.5433216274909712
chr1	12200000	12300000	0.01758422207573078	0.13863918922534613	0.508218096064236	0.9414732677316168
chr1	12300000	12400000	0.02024261397677668	0.8156671697952054	0.21101227844815323	0.6667713688979914
chr1	12400000	12500000	0.018815270565477448	0.26912653327512814	0.7269750447876089	0.7185986824201008
chr1	12500000	12600000	0.019104590034162806	-0.020512976427996425	0.4049525428275384	1.0973493094337818
chr1	12600000	12700000	0.018161436104297234	0.5424913260303934	0.34727473635971684	0.5606490813039966
chr1	12700000	12800000				
chr1	12800000	12900000				
chr1	12900000	13000000				
chr1	13000000	13100000				
chr1	13100000	13200000				
chr1	13200000	13300000				
chr1	13300000	13400000				
chr1	13400000	13500000	0.019268316894329323	0.12587722719225297	0.28996449875268787	0.6304719627724595
chr1	13500000	13600000	0.020963339652336346	0.11990469473304757	0.4904781094453829	0.7340036573617509
chr1	13600000	13700000	0.01897813955016633	0.30372618622454567	0.2836607102624396	0.7516309889809027
chr1	13700000	13800000	0.021042648281955425	0.29777797189113203	0.10388623723335755	0.8010671687705712
chr1	13800000	13900000	0.020552877207076565	0.4986086070271599	0.04052964576913463	0.3580546019061712
chr1	13900000	14000000	0.01978711147009514	0.6246867689921609	0.49220805506338944	0.7903772346873836
chr1	14000000	14100000	0.0221341277896692	0.28028906792973807	-0.30358293518701895	0.6400628651600504
chr1	14100000	14200000	0.02049987199666758	0.24985270370967375	0.09503842040595795	0.7786097810979694
chr1	14200000	14300000				
chr1	14300000	14400000	0.019586909296794595	0.7997068451366812	0.06985029637905237	0.38849275846659753
chr1	14400000	14500000	0.021400820551232474	0.422971723253004	-0.19576848712349007	0.42102168243034827
chr1	14500000	14600000	0.018952481953171688	0.42856190896017987	0.40887435695632657	0.648199142076867
chr1	14600000	14700000	0.02023031430280963	0.2917193677950526	0.34152552198111924	0.5434324261328423
chr1	14700000	14800000	0.01915369806556369	0.009508892767812	0.3199530292188061	0.9422623421081826
chr1	14800000	14900000	0.01957606423029929	0.5324424593425188	-0.008540738402722316	0.5989064974638517
chr1	14900000	15000000	0.020663939065914707	0.3369104075646079	0.08145204756902567	0.6200392036368405
chr1	15000000	15100000	0.021558447543718	0.5889010776761412	-0.15436718941426894	0.6508740011548485
chr1	15100000	15200000	0.01854941611484509	0.34733239575946445	0.24977595700094637	0.5086442726617058
chr1	15200000	15300000	0.018639051179419153	0.01759907750432669	0.6008302700911005	0.7379649665569772
chr1	15300000	15400000	0.018073258831411386	0.5960362672643876	0.093857608869671	0.6313797006240415
chr1	15400000	15500000	0.01865522735904661	0.35134922237219857	0.37944394028322226	0.1469162835288255
chr1	15500000	15600000	0.016824360793898513	0.23738676298318293	0.2783392512216904	0.7303698380508464
chr1	15600000	15700000	0.017585363890691492	0.4016989454932151	0.4042985814965522	0.6087775232055734
chr1	15700000	15800000	0.018405457840319956	0.3873760730897708	0.00823666851123402	0.11882893232559456
chr1	15800000	15900000	0.017161318499234437	0.4830062490190915	0.30698114123082837	0.4303680470362739
chr1	15900000	16000000	0.018142492445005085	0.18017398035271873	0.1779012138891879	0.5763344595681548
chr1	16000000	16100000				
chr1	16100000	16200000	0.019698630481955318	0.6060254327593022	-0.14223174392715746	0.9743774415005905
chr1	16200000	16300000	0.019061115346744786	0.45001873895946143	0.5244195990138419	0.7732370855574172
chr1	16300000	16400000	0.016973506694030138	0.23232232337325168	0.3610626886664475	0.6808794001084953
chr1	16400000	16500000	0.017037696673586417	0.2612270406511185	0.12220198051142828	0.7532842451146425
chr1	16500000	16600000				
chr1	16600000	16700000	0.01579322665416809	0.5110185737514097	-0.07762646060246982	0.6329901909868568
chr1	16700000	16800000				
chr1	16800000	16900000				
chr1	16900000	17000000	0.014687863428696388	0.15031489783339785	0.112952258557746	0.8228940272926303
chr1	17000000	17100000	0.019017419829127077	0.5595883100654745	0.0780735411300696	0.6615947765170814
chr1	17100000	17200000				
chr1	17200000	17300000				
chr1	17300000	17400000				
chr1	17400000	17500000				
chr1	17500000	17600000	0.018069949208043078	0.5252948111753349	-0.09222689810315571	0.6399587814340064
chr1	17600000	17700000				
chr1	17700000	17800000	0.019900383223077626	0.35582749611898246	0.07219054962457562	0.9630467919431042
chr1	17800000	17900000	0.02036898178771555	0.5559912641112351	0.1739302407428443	0.6236951924785936
chr1	17900000	18000000	0.018910046374982985	0.6866701155189903	0.04562134316474421	0.5646989150383807
chr1	18000000	18100000	0.020170690046489467	0.517615888211782	0.046053724396393506	0.4785407228233717
chr1	18100000	18200000	0.022292727013488015	0.5075868881221998	-0.11280334174564996	0.5449888181193784
chr1	18200000	18300000	0.020573064645470367	-0.07695497165039195	0.1653623624613063	0.787544491395981
chr1	18300000	18400000				
chr1	18400000	18500000	0.019776493268443992	0.42584312529110363	-0.014412272593352272	0.48031443491303066
chr1	18500000	18600000	0.02153042023290755	0.14591690312214065	0.11916915397433148	0.6767451750228676
chr1	18600000	18700000	0.021800102188820662	0.2959303152550326	-0.21116702557217845	0.3822944663599256
chr1	18700000	18800000	0.01901232061129554	0.4127977404288465	-0.09155084951855966	0.2883896970037973
chr1	18800000	18900000	0.019618622337912995	0.4072743117644757	-0.002669787293511947	0.773020491419178
chr1	18900000	19000000	0.01840468509712544	0.6771100614743558	-0.09425103650084295	0.47141391817146466
chr1	19000000	19100000	0.020218250780719656	0.45024646640677074	-0.1294701607680165	0.6052197840964734
chr1	19100000	19200000	0.018287474669017815	0.19079815932937624	0.13296558873634523	0.6247508597735212
chr1	19200000	19300000	0.018453201036078268	0.2368019559318864	0.32630152528619566	0.6182937309248684
chr1	19300000	19400000	0.01925578250822938	0.18301970230717846	0.48009510195986416	0.6924477884352924
chr1	19400000	19500000	0.017211048544814925	0.05529840950216836	-0.14026496708811478	0.30841821998317914
chr1	19500000	19600000	0.015173537660312998	0.25632376295737797	0.1448132100451836	0.6706227108636807
chr1	19600000	19700000	0.018892144450052068	0.3562353386634077	-0.038955612789089794	0.2053841510991954
chr1	19700000	19800000	0.016947121860646293	0.36827951484473337	0.18570709272964436	0.31496603719118627
chr1	19800000	19900000	0.01739699341137184	0.38975175282166036	0.05902108812541466	0.47057110219999077
chr1	19900000	20000000	0.01835151881316535	0.2563732434415067	0.27669762277996746	0.37659955494482866
chr1	20000000	20100000	0.017907723949488107	0.24331532668149675	0.005917606787039481	0.07781385353811422
chr1	20100000	20200000	0.019966515692730304	0.3761208166226732	0.010837126267293162	0.30900609781064636
chr1	20200000	20300000	0.01962524407393044	0.10510418345345104	0.06513752997869116	0.32958338388721947
chr1	20300000	20400000	0.02002143649782894	0.5458058727444127	-0.31352390702864685	0.8648910491292022
chr1	20400000	20500000	0.01995238499983588	0.04338986968235089	-0.07931048565451128	0.3569860343787609
chr1	20500000	20600000	0.015368069398104355	-0.1288697293273629	0.09065442617892427	0.7588605264391541
chr1	20600000	20700000	0.016722715432763248	0.10382973935342249	0.23899411236163545	0.7429664514950362
chr1	20700000	20800000	0.01921497315864653	0.462275048548159	-0.2850118390669972	0.7610578309553967
chr1	20800000	20900000	0.018990392020533695	0.659332772728355	-0.36262843751243795	0.5498809042721127
chr1	20900000	21000000	0.020128605144055456	0.38667869184801706	0.17321336810550345	0.3251652091460041
chr1	21000000	21100000	0.019794809225615734	0.4891818776044249	-0.12723224610693787	0.3127160451979029
chr1	21100000	21200000	0.017449309994079065	0.3036058265593891	-0.07273890639349748	0.23194587824984564
chr1	21200000	21300000	0.01703930698692236	0.10048970161193455	0.23133785040978916	0.41661737656857367
chr1	21300000	21400000	0.017631769872712172	0.40819442362794456	-0.05636222197316083	0.5363047647742907
chr1	21400000	21500000				
chr1	21500000	21600000	0.019598741895217976	0.35296441204536244	-0.1957216720188208	0.24512574156993855
chr1	21600000	21700000	0.021431045288864706	0.6065148486244204	-0.13903120125510215	0.309840665761488
chr1	21700000	21800000	0.01716716814985211	0.24656050532443985	0.08506556512112513	0.48649558070166965
chr1	21800000	21900000	0.02163174711478526	0.23408487976488712	-0.26554896827383623	0.2695852810222795
chr1	21900000	22000000	0.021133693998495205	0.19427411869053832	-0.1675722574606039	0.4935930195601816
chr1	22000000	22100000	0.019176601697076724	0.15706796541998228	-0.28029330740772135	0.6229827267868346
chr1	22100000	22200000	0.018433494764893952	0.2706564989553195	0.10635103936346184	0.39760461529794455
chr1	22200000	22300000	0.022223582345910525	0.5350156893579129	0.004630555319622369	0.4319531689400756
chr1	22300000	22400000	0.018805976545403863	0.41592878312604686	-0.10373697661268932	0.05305503853592313
chr1	22400000	22500000	0.019834642888023862	0.7198672479508581	-0.031554139371999725	0.20030447770176077
chr1	22500000	22600000	0.021266382616144643	0.4965473243656065	0.2608258373570098	0.8172255880558795
chr1	22600000	22700000	0.021381128040301452	0.4262385532897989	0.24708463147259765	0.8006875441419636
chr1	22700000	22800000				
chr1	22800000	22900000	0.019058029133984373	0.4698037621889287	-0.05515685302120688	0.4949695489672988
chr1	22900000	23000000	0.01859312136321814	0.28763496050609466	-0.3633957251264605	0.736142186478218
chr1	23000000	23100000	0.017499425123374865	0.17293126375159262	0.024535416203104496	0.5412566759734422
chr1	23100000	23200000	0.016835808915844235	0.4750736726055423	-0.33814885119339594	0.10773854114247457
chr1	23200000	23300000				
chr1	23300000	23400000				
chr1	23400000	23500000				
chr1	23500000	23600000				
chr1	23600000	23700000	0.017992820147620023	0.4422166264378569	0.03534599356041144	0.2697339247706179
chr1	23700000	23800000	0.01758119513714623	0.41448083766522476	-0.061497164972369435	0.35256816066210084
chr1	23800000	23900000	0.01774736033733631	0.2018689906591579	0.07455003883089736	0.5546811960969755
chr1	23900000	24000000	0.018046090921771483	0.1947531397124694	0.07506115283056952	0.6287052733983248
chr1	24000000	24100000	0.016081836395208892	0.34201033004786763	-0.008994512336041522	0.12908845373524158
chr1	24100000	24200000	0.018352594841843962	0.09900973621130367	-0.07843907949964678	0.61876438675189
chr1	24200000	24300000	0.01711379004797377	0.4702218361476649	-0.0013592870585830885	0.7644131089767778
chr1	24300000	24400000	0.018456602162014373	0.19351795274845765	0.08649987266477256	0.23988420373818045
chr1	24400000	24500000	0.018121042844170022	0.21255993509701795	-0.2913497533232319	0.30436912342784306
chr1	24500000	24600000	0.016998209463465152	0.40488951738973394	0.03149155246106649	0.2964310799937301
chr1	24600000	24700000	0.017589469369895663	0.4338788849051475	0.19076033940116344	0.38797287251044177
chr1	24700000	24800000	0.016225039791316804	0.0031072014674319577	-0.36768322540030846	0.6181358193180416
chr1	24800000	24900000	0.021464393840631722	0.3513535396147565	0.2320325857278424	0.5392173258713627
chr1	24900000	25000000				
chr1	25000000	25100000				
chr1	25100000	25200000	0.019167079782697185	0.3220618957662068	-0.051239276059118474	0.16326117676928406
chr1	25200000	25300000	0.019885032644022655	0.317440003341926	0.20386129233514425	0.3735665992040945
chr1	25300000	25400000				
chr1	25400000	25500000	0.022029006270592906	0.07789357152194083	-0.23779529251837728	0.39044977657923
chr1	25500000	25600000	0.021175746007897258	0.38877728321364907	-0.038609083849675575	0.0998630692421487
chr1	25600000	25700000	0.020384969338284722	0.41644137397581804	-0.04617521764728149	0.6495933097635247
chr1	25700000	25800000	0.019379674042755413	0.3432989393990399	0.08181644540782237	0.3043102702497391
chr1	25800000	25900000	0.017868554510474983	0.093308025749477	0.5384176587718572	0.5399129688645421
chr1	25900000	26000000	0.016468708986981596	0.2523555022927544	-0.35892405507105235	0.6337177706500596
chr1	26000000	26100000	0.017548920328822642	0.3310085426713451	-0.35650636089242027	0.1639212676057043
chr1	26100000	26200000	0.01724414171000162	0.05721030222215612	-0.08664735672206843	0.24580541496850328
chr1	26200000	26300000	0.01700039430533726	0.0911964153774884	0.2517761286430719	0.5936198707838746
chr1	26300000	26400000	0.017151120864859756	0.3266090062363848	0.05598212643245769	0.15803351105767724
chr1	26400000	26500000	0.017567326116256398	0.23284441979668524	0.10972106501969223	0.4325035035888475
chr1	26500000	26600000				
chr1	26600000	26700000				
chr1	26700000	26800000	0.018523887477426813	0.09566309809959396	0.15306914170376176	0.4061210864065701
chr1	26800000	26900000	0.01916478065370024	0.28384677033074013	0.29829041826771363	0.3790376969547302
chr1	26900000	27000000	0.016141496101119264	0.10720228094375489	-0.03736312641562897	0.4271437611462691
chr1	27000000	27100000	0.017473426560484485	0.5012274255029538	0.05749815007575815	0.1419051554915612
chr1	27100000	27200000	0.01807683627536176	0.3467460814073739	-0.31932085335080224	0.3573350454817087
chr1	27200000	27300000	0.016711938438159088	0.37274002465776956	-0.09006102389409534	0.5427245586587748
chr1	27300000	27400000	0.01814607960373628	0.33449161075459	0.02771309384866578	0.812447411856465
chr1	27400000	27500000	0.01817019426423103	0.35734511819135034	-0.16367338495805236	0.4815349404528754
chr1	27500000	27600000	0.021084497422877272	0.5476734986128368	-0.107996678172948	0.42196090698125827
chr1	27600000	27700000	0.017847982586863403	-0.004235311469858111	0.35512481608716207	0.30446657832942337
chr1	27700000	27800000	0.015835294368341964	0.1428717043591327	-0.1625885759250114	0.47628212947010556
chr1	27800000	27900000	0.018333892185994634	0.24884461042206724	-0.12058022305418119	0.5554858197205862
chr1	27900000	28000000	0.01702756215725016	0.4610616913110612	0.10396756026059092	0.601708265492847
chr1	28000000	28100000	0.017531640664213897	0.27429625939099084	0.2420352816501264	0.6062770507049395
chr1	28100000	28200000	0.01543801786323716	0.4521655179601327	0.0956341347732816	0.5791255464674041
chr1	28200000	28300000				
chr1	28300000	28400000				
chr1	28400000	28500000	0.016908955079336038	0.11797479099056989	0.04733551040241241	0.5015936781693395
chr1	28500000	28600000	0.015705830400355704	0.1967561006754386	-0.020557397664800463	0.5413009246155699
chr1	28600000	28700000	0.015774435477670525	0.48232388087636036	-0.06707235094512762	0.40957766571536225
chr1	28700000	28800000	0.01747742580319236	0.49318278424001155	0.10689717503551759	0.6499590863643623
chr1	28800000	28900000	0.017581100447733682	0.6275164148338491	-0.06571370608290489	0.5293264040198713
chr1	28900000	29000000	0.016620118753214504	0.004511608647882289	0.1498926035449689	0.4074376406534762
chr1	29000000	29100000	0.01825419770127083	0.29487877938425444	0.1265620740433951	0.6554851423417305
chr1	29100000	29200000	0.01773210515364809	0.3006438328064797	0.2966668045491123	0.5068319939938569
chr1	29200000	29300000	0.018172466326625707	0.33835548956368455	-0.014532217776279634	0.20463535686791026
chr1	29300000	29400000	0.020510005290456733	0.5781606233461107	-0.14155274989077787	0.2731173914174438
chr1	29400000	29500000	0.02144845348165023	0.3381152434629997	-0.2894569919815313	0.4103557552117876
chr1	29500000	29600000				
chr1	29600000	29700000	0.02007666671118774	0.20437702300263014	0.4732661992872458	0.8471903660604534
chr1	29700000	29800000	0.02225748652720027	0.6746819140201468	-0.2004603684166154	0.48038301326267596
chr1	29800000	29900000	0.022600736845276068	0.5737497475203882	-0.10389889748835163	0.43969037853790477
chr1	29900000	30000000	0.019447046938146154	0.2195100340339569	-0.13955280808285359	0.3321198506705353
chr1	30000000	30100000	0.022516947249116275	0.16587091144917981	0.04181970935564805	0.3625783632644532
chr1	30100000	30200000	0.014945071858955371	0.40099814753821533	0.3585256565396598	0.3227239417833176
chr1	30200000	30300000	0.014115350203842456	0.113917794204514	0.23198067466396535	0.2651970010853828
chr1	30300000	30400000				
chr1	30400000	30500000				
chr1	30500000	30600000	0.01522595508098046	0.1705553875045659	0.18982621257262214	0.44710627490402693
chr1	30600000	30700000	0.013698510124567383	-0.04933145679390178	0.36217591157622026	0.40632297255189365
chr1	30700000	30800000	0.015095363796383645	-0.022072617234976798	0.10855115678276829	0.40448102160425614
chr1	30800000	30900000	0.014456107309155265	0.2638252994922139	0.13725501447353014	0.4863885258111129
chr1	30900000	31000000	0.013762346108285136	-0.00044207539697997575	0.1130516404486083	0.2804508546733235
chr1	31000000	31100000	0.011349516910531363	-0.3488187594701776	0.3823542485180083	0.39844858903406805
chr1	31100000	31200000	0.011152333630967251	0.011758059736609395	0.22536624738211924	0.24461042338217973
chr1	31200000	31300000	0.01167346414971689	-0.2563074472583491	0.35463590241987564	0.549091761426791
chr1	31300000	31400000	0.012149975416920632	0.017525939406629654	0.38472580517734045	0.542242078352005
chr1	31400000	31500000	0.014592170347205795	-0.040925574049370105	-0.14832344255395466	0.21828942912657204
chr1	31500000	31600000	0.012519411812387547	0.24556328813976158	0.1859446571330578	0.4782940388865319
chr1	31600000	31700000	0.014106515892821843	0.1870679771640739	0.15940386343195503	0.4688354108229709
chr1	31700000	31800000	0.015027115000328519	0.2131502957906243	0.10190533394263893	0.0290065124299727
chr1	31800000	31900000	0.011829030515975024	0.17636298357613206	0.4289505934287727	0.4766076754305913
chr1	31900000	32000000	0.011266457102167341	0.00759581987671116	0.06727674586935484	0.2549958904370158
chr1	32000000	32100000	0.011651732665994483	-0.07573538680750036	0.6664374270486695	0.28427287041008226
chr1	32100000	32200000	0.011949330445386073	-0.16023065332664152	0.09182730384609594	0.23785799419345782
chr1	32200000	32300000	0.011833297910940859	-0.32407997898832996	0.16945193609368117	0.37037095489363486
chr1	32300000	32400000	0.012770016827921149	-0.0001600176509348383	-0.01595906770421418	0.5820205409176725
chr1	32400000	32500000	0.012043228513880578	-0.027132556165681554	-0.006554390709865348	0.28439685005444026
chr1	32500000	32600000	0.01153591301936917	-0.28364315520090516	0.21744331064090708	0.19306517449663357
chr1	32600000	32700000	0.011853139153639414	-0.12736450320337991	0.10986305679812337	0.32900923835803725
chr1	32700000	32800000	0.012862833396663068	0.0397747628359116	0.13473630022665803	0.2547899563991184
chr1	32800000	32900000	0.013654111070598928	-0.3030103129154975	0.15177213656900748	0.3500067319678881
chr1	32900000	33000000	0.01250912368781991	-0.25877601215192764	0.5047081679974029	0.410037552448362
chr1	33000000	33100000	0.013983914006316581	-0.11729201629665487	0.09807032336140492	0.13749670620131083
chr1	33100000	33200000	0.012764666850811384	0.1855399392714994	-0.04950617340069758	0.28004939658942185
chr1	33200000	33300000	0.013659770233977549	0.20417501405783556	0.18590184455765701	0.4125614225470545
chr1	33300000	33400000	0.014574360426091277	0.36128580003134453	0.3781976135520276	0.273685145855557
chr1	33400000	33500000	0.012766644468431261	0.09134365662107966	-0.0754870075089966	0.42436002167044173
chr1	33500000	33600000	0.013625252873363875	0.2505355163105343	0.02106955736731265	0.3896211502391762
chr1	33600000	33700000	0.01564763598470139	0.047066384359453324	-0.1016661467410233	0.22706139780622642
chr1	33700000	33800000	0.013524124235985657	0.10390344326572346	0.19869013220195894	0.17414811896610666
chr1	33800000	33900000	0.013863949885249681	-0.3002564771450339	0.4617612144881162	0.4580285166661541
chr1	33900000	34000000	0.013152096590689742	-0.16651567362382383	0.06638670759730189	0.43694304885345897
chr1	34000000	34100000	0.015205035844931665	0.22026496089217396	0.18879250042609644	0.17424054476524442
chr1	34100000	34200000	0.015086098752638869	0.17891358371429447	-0.10932893191536257	0.3139558617320989
chr1	34200000	34300000	0.015345123515889705	0.2845220096374156	-0.06428403386569259	0.1895212424304556
chr1	34300000	34400000	0.014987225392179488	0.06354988236798433	0.07663295838825816	0.4858167209456186
chr1	34400000	34500000	0.012844436360414317	0.2033694373802604	0.24175108814420243	0.2756125352632268
chr1	34500000	34600000	0.015230958662232981	-0.03476075471796715	0.10760151090541922	0.1552990012167164
chr1	34600000	34700000	0.012890524168481337	0.22627687514524733	-0.12359614439443327	0.08571245011588277
chr1	34700000	34800000	0.01598324634787274	0.009816223821288448	0.1485564209052615	0.17968494249464861
chr1	34800000	34900000	0.013220765081753202	0.03934530891589848	-0.010558108198239215	0.40363063664100063
chr1	34900000	35000000	0.014356625566114039	0.20173346992160182	-0.00262777549760326	0.2217495155749143
chr1	35000000	35100000	0.012852817489588358	-0.048696176317166995	0.1031450033588099	0.5688118778770739
chr1	35100000	35200000	0.013057756866356842	-0.05501503110046237	-0.16309548245114797	0.31510741729437003
chr1	35200000	35300000	0.012372628607290517	-0.04452558154285509	-0.06867236460187098	0.18834152898824194
chr1	35300000	35400000	0.01393986432762852	0.2752568692135545	0.09737982264621427	0.2776097022011556
chr1	35400000	35500000	0.014428727482911127	0.17975104414885562	0.26481746950785373	0.45682817503871687
chr1	35500000	35600000	0.015006740560006481	-0.14969119558193716	0.14622316664110896	0.22139968319424297
chr1	35600000	35700000	0.012889864499653887	-0.29965758256639347	-0.02451158495283204	0.23629639287821327
